oln_id_a	oln_id_b	score	edge_type
YER089C	YHR079C	4.42936	kinase->target_protein
YGL162W	YHL007C	4.42936	kinase->target_protein
YKL190W	YJL187C	4.422441	kinase->target_protein
YLR332W	YHR030C	4.422441	kinase->target_protein
YKL054C	YBR160W	4.419269	kinase->target_protein
YAR002W	YBR160W	4.419269	kinase->target_protein
YDR389W	YBR160W	4.419269	kinase->target_protein
YDR227W	YBR160W	4.419269	kinase->target_protein
YPL203W	YJL164C	4.410939	kinase->target_protein
YKL166C	YJL164C	4.410939	kinase->target_protein
YJL092W	YDL101C	4.3859	kinase->target_protein
YGL116W	YBR160W	4.38465	kinase->target_protein
YLR371W	YPL031C	4.38465	kinase->target_protein
YER008C	YBR160W	4.38465	kinase->target_protein
YHL022C	YBR160W	4.38465	kinase->target_protein
YGL134W	YPL204W	4.3809082	kinase->target_protein
YNL272C	YDR477W	4.36972	kinase->target_protein
YAL040C	YBL016W	4.36619	kinase->target_protein
YBR112C	YLR113W	4.36619	kinase->target_protein
YHR008C	YHR205W	4.36619	kinase->target_protein
YCR084C	YLR113W	4.36619	kinase->target_protein
YDR206W	YHR030C	4.35709	kinase->target_protein
YJL115W	YBR160W	4.355379	kinase->target_protein
YPR201W	YLR113W	4.349441	kinase->target_protein
YLR342W	YBL105C	4.349441	kinase->target_protein
YGL144C	YDL079C	4.34739	kinase->target_protein
YGL144C	YOL128C	4.34739	kinase->target_protein
YNL025C	YJL095W	4.34739	kinase->target_protein
YKL203C	YKL126W	4.342287	kinase->target_protein
YOL078W	YKL203C	4.3421	kinase->target_protein
YER177W	YNR047W	4.3421	kinase->target_protein
YER177W	YBR059C	4.3421	kinase->target_protein
YER177W	YKL171W	4.3421	kinase->target_protein
YER177W	YAL017W	4.3421	kinase->target_protein
YER177W	YDR477W	4.3421	kinase->target_protein
YDR099W	YAL017W	4.3421	kinase->target_protein
YDR099W	YIL095W	4.3421	kinase->target_protein
YDR099W	YNR047W	4.3421	kinase->target_protein
YCL014W	YPL153C	4.3421	kinase->target_protein
YJR092W	YPL153C	4.3421	kinase->target_protein
YKL088W	YIL035C	4.3421	kinase->target_protein
YKL088W	YOR061W	4.3421	kinase->target_protein
YCR002C	YCL024W	4.3421	kinase->target_protein
YCR002C	YPL153C	4.3421	kinase->target_protein
YJR076C	YPL153C	4.3421	kinase->target_protein
YHR107C	YPL153C	4.3421	kinase->target_protein
YLR314C	YPL153C	4.3421	kinase->target_protein
YER164W	YIL035C	4.3421	kinase->target_protein
YER164W	YOR061W	4.3421	kinase->target_protein
YIL035C	YER129W	4.3421	kinase->target_protein
YOR061W	YOR119C	4.3421	kinase->target_protein
YDL155W	YGR092W	4.3421	kinase->target_protein
YNR010W	YPL042C	4.3421	kinase->target_protein
YPL266W	YNL207W	4.3421	kinase->target_protein
YIR010W	YDL028C	4.3421	kinase->target_protein
YBR247C	YNL207W	4.3421	kinase->target_protein
YCL011C	YKL139W	4.3421	kinase->target_protein
YNL004W	YKL139W	4.3421	kinase->target_protein
YLR347C	YMR001C	4.3421	kinase->target_protein
YHR186C	YJR066W	4.3421	kinase->target_protein
YDR499W	YBR136W	4.3421	kinase->target_protein
YNL006W	YJR066W	4.3421	kinase->target_protein
YKL143W	YNL207W	4.3421	kinase->target_protein
YOR174W	YPL042C	4.3421	kinase->target_protein
YDR432W	YKL139W	4.3421	kinase->target_protein
YOL069W	YDL028C	4.3421	kinase->target_protein
YML069W	YIL035C	4.3421	kinase->target_protein
YML069W	YOR061W	4.3421	kinase->target_protein
YGL120C	YOR119C	4.3421	kinase->target_protein
YPR143W	YIL035C	4.3421	kinase->target_protein
YCL031C	YIL035C	4.3421	kinase->target_protein
YER129W	YIL035C	4.3421	kinase->target_protein
YLR403W	YIL035C	4.3421	kinase->target_protein
YFL008W	YMR001C	4.3421	kinase->target_protein
YJL074C	YMR001C	4.3421	kinase->target_protein
YGL115W	YIL035C	4.3421	kinase->target_protein
YJR104C	YHR135C	4.3421	kinase->target_protein
YMR117C	YDL028C	4.3421	kinase->target_protein
YGL207W	YIL035C	4.3421	kinase->target_protein
YGL207W	YOR061W	4.3421	kinase->target_protein
YER022W	YPL042C	4.3421	kinase->target_protein
YGR104C	YPL042C	4.3421	kinase->target_protein
YDR308C	YPL042C	4.3421	kinase->target_protein
YNL189W	YMR001C	4.3421	kinase->target_protein
YLL024C	YDR477W	4.3421	kinase->target_protein
YDL229W	YER129W	4.3421	kinase->target_protein
YDL229W	YDR477W	4.3421	kinase->target_protein
YNL209W	YDR477W	4.3421	kinase->target_protein
YLR005W	YDL108W	4.3421	kinase->target_protein
YPR056W	YDL108W	4.3421	kinase->target_protein
YJR066W	YHR082C	4.3421	kinase->target_protein
YDL060W	YNL207W	4.3421	kinase->target_protein
YLL039C	YDR477W	4.3421	kinase->target_protein
YGR090W	YIL035C	4.3421	kinase->target_protein
YGR090W	YOR061W	4.3421	kinase->target_protein
YOR054C	YIL035C	4.3421	kinase->target_protein
YOR054C	YOR061W	4.3421	kinase->target_protein
YKR096W	YPL204W	4.3421	kinase->target_protein
YGR270W	YPL153C	4.3421	kinase->target_protein
YNL025C	YDL108W	4.33034	kinase->target_protein
YKL190W	YKL101W	4.32239	kinase->target_protein
YNL014W	YJR066W	4.32239	kinase->target_protein
YML127W	YLR113W	4.32239	kinase->target_protein
YLR403W	YJR066W	4.32239	kinase->target_protein
YHL007C	YHR030C	4.310819	kinase->target_protein
YDR168W	YLR113W	4.305641	kinase->target_protein
YBR260C	YOR231W	4.305641	kinase->target_protein
YER133W	YDR477W	4.30359	kinase->target_protein
YGR032W	YPR054W	4.30359	kinase->target_protein
YPL115C	YNL298W	4.30153	kinase->target_protein
YDR099W	YKL168C	4.28654	kinase->target_protein
YHR185C	YPL204W	4.28654	kinase->target_protein
YER118C	YHL007C	4.28654	kinase->target_protein
YOR208W	YJL095W	4.285931	kinase->target_protein
YDR162C	YJL095W	4.281379	kinase->target_protein
YNL068C	YMR001C	4.27545	kinase->target_protein
YDR225W	YKL139W	4.27545	kinase->target_protein
YBL003C	YKL139W	4.27545	kinase->target_protein
YDR224C	YKL139W	4.27545	kinase->target_protein
YBL002W	YKL139W	4.27545	kinase->target_protein
YNL102W	YKL139W	4.27545	kinase->target_protein
YDL140C	YPL204W	4.27545	kinase->target_protein
YDR328C	YGR188C	4.27545	kinase->target_protein
YIL144W	YAR018C	4.27545	kinase->target_protein
YLR332W	YBL105C	4.267131	kinase->target_protein
YDR028C	YHR135C	4.267131	kinase->target_protein
YOR008C	YJL095W	4.267131	kinase->target_protein
YOR014W	YNL298W	4.259618	kinase->target_protein
YLL021W	YPL140C	4.24292	kinase->target_protein
YCR081W	YPL042C	4.239523	kinase->target_protein
YHR115C	YPL031C	4.23563	kinase->target_protein
YGR238C	YBR160W	4.23563	kinase->target_protein
YKL168C	YBR160W	4.23563	kinase->target_protein
YOR177C	YBR160W	4.23563	kinase->target_protein
YBR138C	YBR160W	4.23563	kinase->target_protein
YFR017C	YPL031C	4.23563	kinase->target_protein
YNL229C	YJR066W	4.222849	kinase->target_protein
YAL056W	YJL164C	4.212678	kinase->target_protein
YDL029W	YIL095W	4.211759	kinase->target_protein
YIL106W	YMR001C	4.20737	kinase->target_protein
YJL164C	YJR066W	4.20737	kinase->target_protein
YNL271C	YBR160W	4.17673	kinase->target_protein
YJL098W	YPL031C	4.17673	kinase->target_protein
YMR295C	YJL095W	4.171611	kinase->target_protein
YHR205W	YPL031C	4.16586	kinase->target_protein
YOL004W	YNL161W	4.148589	kinase->target_protein
YPL115C	YKL048C	4.139676	kinase->target_protein
YIL042C	YGL059W	4.138427	kinase->target_protein
YLR342W	YHR030C	4.13184	kinase->target_protein
YPR119W	YKL048C	4.129789	kinase->target_protein
YIL035C	YDR477W	4.124499	kinase->target_protein
YGL213C	YBR059C	4.1214882	kinase->target_protein
YPL086C	YPL204W	4.11853	kinase->target_protein
YKL062W	YPL203W	4.11853	kinase->target_protein
YNL183C	YJR066W	4.11853	kinase->target_protein
YNL183C	YKL203C	4.11853	kinase->target_protein
YER132C	YNL307C	4.11853	kinase->target_protein
YDL047W	YPL204W	4.11853	kinase->target_protein
YJR066W	YNL183C	4.11853	kinase->target_protein
YKL203C	YNL183C	4.11853	kinase->target_protein
YPL203W	YJL141C	4.11853	kinase->target_protein
YAR019C	YMR001C	4.1175	kinase->target_protein
YGL086W	YGR188C	4.104789	kinase->target_protein
YNR031C	YCR073C	4.101781	kinase->target_protein
YCR073C	YNR031C	4.101781	kinase->target_protein
YDL159W	YLR113W	4.101781	kinase->target_protein
YGR086C	YHR030C	4.09973	kinase->target_protein
YLR314C	YKL101W	4.08901	kinase->target_protein
YOR341W	YKL139W	4.08901	kinase->target_protein
YOL082W	YDR122W	4.08268	kinase->target_protein
YBR200W	YDL028C	4.08268	kinase->target_protein
YAR014C	YLR096W	4.08268	kinase->target_protein
YBR038W	YPR106W	4.08268	kinase->target_protein
YOR039W	YOR061W	4.08268	kinase->target_protein
YOL149W	YPL204W	4.08268	kinase->target_protein
YPL049C	YBL016W	4.08268	kinase->target_protein
YPL049C	YGR040W	4.08268	kinase->target_protein
YDR480W	YGR040W	4.08268	kinase->target_protein
YKL129C	YJL095W	4.08268	kinase->target_protein
YKR048C	YCL024W	4.08268	kinase->target_protein
YKR048C	YMR139W	4.08268	kinase->target_protein
YDR162C	YOL113W	4.08268	kinase->target_protein
YGR178C	YAL017W	4.08268	kinase->target_protein
YEL060C	YAL017W	4.08268	kinase->target_protein
YBL007C	YBL105C	4.08268	kinase->target_protein
YNL229C	YKL171W	4.08268	kinase->target_protein
YGR241C	YNL020C	4.08268	kinase->target_protein
YGR241C	YIL095W	4.08268	kinase->target_protein
YKL189W	YNL161W	4.082071	kinase->target_protein
YLR362W	YLR113W	4.082071	kinase->target_protein
YNL180C	YJL095W	4.08002	kinase->target_protein
YNL180C	YHR030C	4.08002	kinase->target_protein
YOR014W	YNL154C	4.08002	kinase->target_protein
YOR014W	YHR135C	4.08002	kinase->target_protein
YOR014W	YDR507C	4.08002	kinase->target_protein
YBR109C	YOL016C	4.07159	kinase->target_protein
YHL027W	YHR030C	4.063271	kinase->target_protein
YEL009C	YBR160W	4.06297	kinase->target_protein
YML109W	YBR160W	4.06297	kinase->target_protein
YBL016W	YLR362W	4.060561	kinase->target_protein
YLR113W	YLR113W	4.060561	kinase->target_protein
YGR040W	YBL105C	4.060561	kinase->target_protein
YJL128C	YHR030C	4.060561	kinase->target_protein
YHR030C	YJL128C	4.060561	kinase->target_protein
YHR030C	YLR362W	4.060561	kinase->target_protein
YLR362W	YHR030C	4.060561	kinase->target_protein
YDL159W	YLR362W	4.060561	kinase->target_protein
YJL129C	YMR216C	4.0586	kinase->target_protein
YKR050W	YMR216C	4.0586	kinase->target_protein
YNL161W	YNL161W	4.03333	kinase->target_protein
YAL056W	YPL203W	4.03308	kinase->target_protein
YAL056W	YKL166C	4.03308	kinase->target_protein
YDR077W	YHR030C	4.03017	kinase->target_protein
YDR077W	YJL095W	4.03017	kinase->target_protein
YOR181W	YIL095W	4.027817	kinase->target_protein
YGL215W	YPL031C	4.01603	kinase->target_protein
YHR188C	YNL298W	4.00136	kinase->target_protein
YNL271C	YHL007C	3.991171	kinase->target_protein
YBL084C	YMR001C	3.991171	kinase->target_protein
YLR229C	YOL113W	3.98497	kinase->target_protein
YNL257C	YDR477W	3.98497	kinase->target_protein
YGL184C	YDR477W	3.9620282	kinase->target_protein
YKR048C	YKL101W	3.952761	kinase->target_protein
YDL203C	YHR030C	3.949911	kinase->target_protein
YDR293C	YBR160W	3.948259	kinase->target_protein
YBL085W	YHL007C	3.933847	kinase->target_protein
YOL058W	YDR477W	3.92322	kinase->target_protein
YJL088W	YDR477W	3.92322	kinase->target_protein
YLR390W-A	YHR030C	3.92322	kinase->target_protein
YBR160W	YMR001C	3.92322	kinase->target_protein
YJL158C	YHR030C	3.92322	kinase->target_protein
YGR189C	YLR113W	3.92322	kinase->target_protein
YLR286C	YNL161W	3.92322	kinase->target_protein
YLR286C	YHR102W	3.92322	kinase->target_protein
YKL096W	YLR113W	3.92322	kinase->target_protein
YOL052C-A	YLR113W	3.92322	kinase->target_protein
YLR377C	YDR477W	3.92322	kinase->target_protein
YMR058W	YPL203W	3.92322	kinase->target_protein
YER145C	YPL203W	3.92322	kinase->target_protein
YHR061C	YJL095W	3.92322	kinase->target_protein
YER055C	YDR477W	3.92322	kinase->target_protein
YCL030C	YDR477W	3.92322	kinase->target_protein
YFL014W	YJL128C	3.92322	kinase->target_protein
YJL159W	YHR030C	3.92322	kinase->target_protein
YBR072W	YPL203W	3.92322	kinase->target_protein
YKL161C	YLR113W	3.92322	kinase->target_protein
YIR019C	YPL203W	3.92322	kinase->target_protein
YDR001C	YPL203W	3.92322	kinase->target_protein
YKL163W	YHR030C	3.92322	kinase->target_protein
YDR055W	YHR030C	3.92322	kinase->target_protein
YDR077W	YLR113W	3.92322	kinase->target_protein
YEL065W	YPL203W	3.92322	kinase->target_protein
YNL160W	YHR030C	3.92322	kinase->target_protein
YNL058C	YHR030C	3.92322	kinase->target_protein
YKR072C	YJL165C	3.908055	kinase->target_protein
YMR295C	YNL298W	3.89441	kinase->target_protein
YDL225W	YKL048C	3.879606	kinase->target_protein
YBR236C	YDL108W	3.87486	kinase->target_protein
YOR028C	YLR113W	3.87486	kinase->target_protein
YLR342W	YOR231W	3.87486	kinase->target_protein
YML004C	YLR113W	3.87486	kinase->target_protein
YHR104W	YLR113W	3.87486	kinase->target_protein
YNL307C	YHR030C	3.87486	kinase->target_protein
YER070W	YDL101C	3.87486	kinase->target_protein
YLR371W	YKL203C	3.87486	kinase->target_protein
YIL123W	YNL161W	3.87486	kinase->target_protein
YNR031C	YIL147C	3.874151	kinase->target_protein
YFL028C	YGR040W	3.8698682	kinase->target_protein
YOL070C	YGR040W	3.8698682	kinase->target_protein
YPL233W	YGR040W	3.8698682	kinase->target_protein
YCL047C	YGR040W	3.8698682	kinase->target_protein
YDL006W	YGR040W	3.8698682	kinase->target_protein
YGL019W	YOR061W	3.865079	kinase->target_protein
YPL240C	YPL141C	3.865079	kinase->target_protein
YDR162C	YNL298W	3.865079	kinase->target_protein
YJR076C	YJL187C	3.86447	kinase->target_protein
YKL048C	YDR477W	3.86447	kinase->target_protein
YJL030W	YNL298W	3.84605	kinase->target_protein
YMR307W	YJL095W	3.84567	kinase->target_protein
YAL041W	YJL187C	3.845369	kinase->target_protein
YDL047W	YDR477W	3.835448	kinase->target_protein
YDR099W	YPL153C	3.83106	kinase->target_protein
YNL225C	YMR001C	3.83106	kinase->target_protein
YGR098C	YMR001C	3.83106	kinase->target_protein
YLL021W	YNR031C	3.83106	kinase->target_protein
YBR023C	YHR030C	3.812569	kinase->target_protein
YHR030C	YNL298W	3.812569	kinase->target_protein
YDR076W	YDL101C	3.801104	kinase->target_protein
YKL079W	YHR030C	3.783759	kinase->target_protein
YDR168W	YMR001C	3.78111	kinase->target_protein
YDR168W	YFL029C	3.78111	kinase->target_protein
YDR168W	YDL017W	3.78111	kinase->target_protein
YMR199W	YPL031C	3.78111	kinase->target_protein
YPL240C	YLR113W	3.78111	kinase->target_protein
YMR109W	YDR490C	3.78111	kinase->target_protein
YMR109W	YOL100W	3.78111	kinase->target_protein
YHR042W	YHL007C	3.78111	kinase->target_protein
YIL038C	YPL203W	3.78111	kinase->target_protein
YKL025C	YDL101C	3.78111	kinase->target_protein
YGR261C	YHR135C	3.7628	kinase->target_protein
YLR371W	YJL095W	3.746051	kinase->target_protein
YMR109W	YJL095W	3.72695	kinase->target_protein
YLR110C	YHR030C	3.705619	kinase->target_protein
YDL223C	YLR113W	3.705619	kinase->target_protein
YKL164C	YHR030C	3.705619	kinase->target_protein
YLR194C	YHR030C	3.705619	kinase->target_protein
YIL066C	YPL153C	3.69985	kinase->target_protein
YIL066C	YBR136W	3.69985	kinase->target_protein
YIL066C	YDL101C	3.69985	kinase->target_protein
YIL033C	YIL035C	3.67556	kinase->target_protein
YBR160W	YLR096W	3.67556	kinase->target_protein
YOL139C	YMR104C	3.67556	kinase->target_protein
YGL019W	YOR119C	3.67556	kinase->target_protein
YJR109C	YDR477W	3.67556	kinase->target_protein
YPL049C	YHR030C	3.67556	kinase->target_protein
YDR365C	YOR061W	3.67556	kinase->target_protein
YPL231W	YDR477W	3.67556	kinase->target_protein
YDR283C	YKL101W	3.67556	kinase->target_protein
YER054C	YKL166C	3.67556	kinase->target_protein
YJL076W	YBL016W	3.67556	kinase->target_protein
YNL183C	YDR477W	3.67556	kinase->target_protein
YBL051C	YPL204W	3.67556	kinase->target_protein
YEL060C	YDR477W	3.67556	kinase->target_protein
YHR027C	YGR262C	3.67556	kinase->target_protein
YHR027C	YBR160W	3.67556	kinase->target_protein
YDL195W	YOR061W	3.67556	kinase->target_protein
YJR104C	YPL031C	3.67556	kinase->target_protein
YKL035W	YAL017W	3.67556	kinase->target_protein
YML007W	YPL042C	3.67556	kinase->target_protein
YAR019C	YLR113W	3.671	kinase->target_protein
YAR019C	YJL128C	3.671	kinase->target_protein
YBR160W	YJL106W	3.671	kinase->target_protein
YMR199W	YBL016W	3.671	kinase->target_protein
YPL256C	YBL016W	3.671	kinase->target_protein
YHR216W	YKL139W	3.671	kinase->target_protein
YDL108W	YKL139W	3.671	kinase->target_protein
YMR043W	YIL147C	3.671	kinase->target_protein
YGL035C	YKL139W	3.671	kinase->target_protein
YOR160W	YMR216C	3.671	kinase->target_protein
YNL289W	YBR160W	3.671	kinase->target_protein
YGL013C	YNL298W	3.671	kinase->target_protein
YDR113C	YDL101C	3.671	kinase->target_protein
YGR180C	YBR136W	3.671	kinase->target_protein
YGR180C	YPL153C	3.671	kinase->target_protein
YMR219W	YPL153C	3.65605	kinase->target_protein
YJL076W	YPL153C	3.65605	kinase->target_protein
YML042W	YDR477W	3.65585	kinase->target_protein
YKL062W	YJR066W	3.65585	kinase->target_protein
YBR050C	YDR477W	3.65585	kinase->target_protein
YOR014W	YKL048C	3.65585	kinase->target_protein
YJR104C	YJR066W	3.65585	kinase->target_protein
YFL026W	YBR160W	3.65585	kinase->target_protein
YER133W	YHR030C	3.64219	kinase->target_protein
YGR238C	YHR030C	3.64219	kinase->target_protein
YOL109W	YPL140C	3.63705	kinase->target_protein
YOL109W	YHR030C	3.63705	kinase->target_protein
YGR249W	YPL203W	3.63209	kinase->target_protein
YOR018W	YLR248W	3.63209	kinase->target_protein
YNL272C	YGL180W	3.63209	kinase->target_protein
YLR182W	YDR507C	3.628449	kinase->target_protein
YMR001C	YGR092W	3.627387	kinase->target_protein
YNR026C	YHR079C	3.627387	kinase->target_protein
YER177W	YDR523C	3.6272	kinase->target_protein
YDR099W	YDR523C	3.6272	kinase->target_protein
YLR361C	YHR079C	3.6272	kinase->target_protein
YLR113W	YHR205W	3.6272	kinase->target_protein
YER110C	YJR066W	3.6272	kinase->target_protein
YHR205W	YLR113W	3.6272	kinase->target_protein
YHR205W	YGR262C	3.6272	kinase->target_protein
YNL222W	YDL108W	3.6272	kinase->target_protein
YJL095W	YDR507C	3.6272	kinase->target_protein
YJL095W	YKL161C	3.6272	kinase->target_protein
YFR028C	YGR092W	3.6272	kinase->target_protein
YNL053W	YJL128C	3.6272	kinase->target_protein
YGL115W	YGL179C	3.6272	kinase->target_protein
YER033C	YNL161W	3.6272	kinase->target_protein
YBR059C	YBR059C	3.62	kinase->target_protein
YBL085W	YNL298W	3.62	kinase->target_protein
YBR160W	YJR059W	3.62	kinase->target_protein
YLR258W	YBR160W	3.62	kinase->target_protein
YJL013C	YBR160W	3.62	kinase->target_protein
YKR077W	YBR160W	3.62	kinase->target_protein
YLR410W	YBR160W	3.62	kinase->target_protein
YJR066W	YKL203C	3.613459	kinase->target_protein
YKL203C	YJR066W	3.613459	kinase->target_protein
YDL022W	YNR031C	3.60749	kinase->target_protein
YMR172W	YNR031C	3.60749	kinase->target_protein
YOR208W	YNR031C	3.60749	kinase->target_protein
YER095W	YOR351C	3.60749	kinase->target_protein
YNL098C	YPL203W	3.60749	kinase->target_protein
YNL098C	YKL166C	3.60749	kinase->target_protein
YNL098C	YJL128C	3.60749	kinase->target_protein
YNL098C	YJL164C	3.60749	kinase->target_protein
YLR079W	YFL033C	3.60749	kinase->target_protein
YMR273C	YBR160W	3.60749	kinase->target_protein
YDR285W	YOR351C	3.60749	kinase->target_protein
YAL017W	YOL045W	3.602938	kinase->target_protein
YJR076C	YKL101W	3.602817	kinase->target_protein
YPL084W	YJL095W	3.590741	kinase->target_protein
YAR019C	YGR092W	3.590741	kinase->target_protein
YPR120C	YBL105C	3.590741	kinase->target_protein
YPR120C	YHR030C	3.590741	kinase->target_protein
YJR075W	YBL105C	3.590741	kinase->target_protein
YLR113W	YGR040W	3.590741	kinase->target_protein
YDR436W	YHR030C	3.590741	kinase->target_protein
YIL126W	YBL105C	3.590741	kinase->target_protein
YLR305C	YBL105C	3.590741	kinase->target_protein
YGL156W	YGL180W	3.568237	kinase->target_protein
YJL178C	YGL180W	3.568237	kinase->target_protein
YNL271C	YMR001C	3.568237	kinase->target_protein
YNL106C	YNL020C	3.568237	kinase->target_protein
YNL106C	YIL095W	3.568237	kinase->target_protein
YBR133C	YNL298W	3.531591	kinase->target_protein
YBR133C	YLR113W	3.531591	kinase->target_protein
YNL271C	YJL095W	3.52845	kinase->target_protein
YBR023C	YJL095W	3.52845	kinase->target_protein
YNL298W	YKL101W	3.52845	kinase->target_protein
YLL021W	YJL095W	3.52845	kinase->target_protein
YOR208W	YHL007C	3.52198	kinase->target_protein
YER177W	YJR066W	3.485201	kinase->target_protein
YDR099W	YNL020C	3.47818	kinase->target_protein
YBR158W	YAR019C	3.46308	kinase->target_protein
YNL278W	YHR030C	3.46308	kinase->target_protein
YPR119W	YMR001C	3.46308	kinase->target_protein
YPR119W	YAR019C	3.46308	kinase->target_protein
YKL049C	YOR061W	3.46308	kinase->target_protein
YHR097C	YHR030C	3.46308	kinase->target_protein
YGR032W	YJL095W	3.45845	kinase->target_protein
YIL122W	YJL095W	3.45845	kinase->target_protein
YPR119W	YNL298W	3.453399	kinase->target_protein
YDR097C	YBR136W	3.45219	kinase->target_protein
YBR009C	YPL153C	3.43248	kinase->target_protein
YBR275C	YBL088C	3.43248	kinase->target_protein
YJL128C	YOR231W	3.431181	kinase->target_protein
YIL140W	YDR507C	3.424589	kinase->target_protein
YGL190C	YKL048C	3.424589	kinase->target_protein
YPL256C	YKL048C	3.424589	kinase->target_protein
YGL190C	YNL154C	3.42334	kinase->target_protein
YBR274W	YPL203W	3.42334	kinase->target_protein
YMR276W	YHR030C	3.42334	kinase->target_protein
YDR507C	YPL153C	3.42334	kinase->target_protein
YLR113W	YDL159W	3.42334	kinase->target_protein
YDR071C	YPL153C	3.42334	kinase->target_protein
YPL022W	YDL101C	3.42334	kinase->target_protein
YPL153C	YDR507C	3.42334	kinase->target_protein
YBL088C	YPL153C	3.42334	kinase->target_protein
YPL203W	YBR274W	3.42334	kinase->target_protein
YKL126W	YMR104C	3.42334	kinase->target_protein
YMR104C	YKL126W	3.42334	kinase->target_protein
YGR229C	YJL095W	3.4215	kinase->target_protein
YPL254W	YLR113W	3.41928	kinase->target_protein
YOR151C	YLR113W	3.41928	kinase->target_protein
YGL201C	YBR136W	3.41131	kinase->target_protein
YPR054W	YPR054W	3.41131	kinase->target_protein
YJL095W	YKL203C	3.409599	kinase->target_protein
YER021W	YBR160W	3.409599	kinase->target_protein
YKL203C	YJL095W	3.409599	kinase->target_protein
YHR111W	YJR066W	3.409599	kinase->target_protein
YHR107C	YJL187C	3.40363	kinase->target_protein
YNL298W	YJL187C	3.40363	kinase->target_protein
YNL084C	YKL166C	3.40363	kinase->target_protein
YKL205W	YPL153C	3.40363	kinase->target_protein
YDL028C	YGR188C	3.40363	kinase->target_protein
YKL062W	YFL033C	3.40363	kinase->target_protein
YKR048C	YJL187C	3.40363	kinase->target_protein
YGL013C	YKL048C	3.40363	kinase->target_protein
YPL022W	YPL153C	3.40363	kinase->target_protein
YNL098C	YJR066W	3.40363	kinase->target_protein
YPR018W	YBR136W	3.40363	kinase->target_protein
YPR018W	YPL153C	3.40363	kinase->target_protein
YPR018W	YDL101C	3.40363	kinase->target_protein
YDR478W	YBR160W	3.40363	kinase->target_protein
YHR014W	YOR351C	3.40363	kinase->target_protein
YML010W	YKL139W	3.40363	kinase->target_protein
YBL088C	YBR136W	3.40363	kinase->target_protein
YML028W	YPL153C	3.40363	kinase->target_protein
YML028W	YDL101C	3.40363	kinase->target_protein
YMR216C	YJR066W	3.390388	kinase->target_protein
YBL008W	YPL153C	3.389889	kinase->target_protein
YPR106W	YBL105C	3.38483	kinase->target_protein
YBL105C	YPR106W	3.38483	kinase->target_protein
YPL019C	YMR291W	3.384695	kinase->target_protein
YDR099W	YDR490C	3.384146	kinase->target_protein
YDL203C	YBL105C	3.382821	kinase->target_protein
YNL271C	YBL105C	3.382821	kinase->target_protein
YER133W	YBL105C	3.382821	kinase->target_protein
YJL062W	YBL105C	3.382821	kinase->target_protein
YCR088W	YPL031C	3.38212	kinase->target_protein
YDR216W	YPL031C	3.38212	kinase->target_protein
YGR097W	YPL140C	3.38212	kinase->target_protein
YGR097W	YOR231W	3.38212	kinase->target_protein
